15mm Copper Pipe,,20mm Copper Pipe,,25mm Copper Pipe,,32mm Copper Pipe,,40mm Copper Pipe,,50mm Copper Pipe,,65mm Copper Pipe,,80mm Copper Pipe,,100mm Copper Pipe,,125mm Copper Pipe,,150mm Copper Pipe,
kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h
0.0339,0.875,0.0339,3.095,0.0339,6.799,0.0339,13.278,0.0339,23.982,0.0339,54.663,0.0339,102.358,0.0339,156.849,,,,,,
0.034,0.877,0.034,3.101,0.034,6.81,0.034,13.302,0.034,24.02,0.034,54.739,0.034,102.531,0.034,156.945,,,,,,
0.0341,0.878,0.0341,3.106,0.0341,6.821,0.0341,13.326,0.0341,24.059,0.0341,54.816,0.0341,102.704,0.0341,157.041,,,,,,
0.0342,0.879,0.0342,3.112,0.0342,6.832,0.0342,13.35,0.0342,24.097,0.0342,54.892,0.0342,102.877,0.0342,157.136,,,,,,
0.0343,0.881,0.0343,3.118,0.0343,6.843,0.0343,13.374,0.0343,24.135,0.0343,54.969,0.0343,103.051,0.0343,157.232,,,,,,
0.0344,0.882,0.0344,3.124,0.0344,6.854,0.0344,13.398,0.0344,24.173,0.0344,55.046,0.0344,103.224,0.0344,157.328,,,,,,
0.0345,0.883,0.0345,3.129,0.0345,6.864,0.0345,13.422,0.0345,24.212,0.0345,55.122,0.0345,103.397,0.0345,157.424,,,,,,
0.0346,0.885,0.0346,3.135,0.0346,6.875,0.0346,13.446,0.0346,24.25,0.0346,55.199,0.0346,103.57,0.0346,157.519,,,,,,
0.0347,0.886,0.0347,3.141,0.0347,6.886,0.0347,13.47,0.0347,24.288,0.0347,55.275,0.0347,103.744,0.0347,157.615,,,,,,
0.0348,0.887,0.0348,3.147,0.0348,6.897,0.0348,13.493,0.0348,24.326,0.0348,55.352,0.0348,103.917,0.0348,157.711,,,,,,
0.0349,0.889,0.0349,3.152,0.0349,6.908,0.0349,13.517,0.0349,24.365,0.0349,55.428,0.0349,104.09,0.0349,157.806,,,,,,
0.035,0.89,0.035,3.158,0.035,6.919,0.035,13.541,0.035,24.403,0.035,55.505,0.035,104.263,0.035,157.902,,,,,,
0.0351,0.891,0.0351,3.164,0.0351,6.93,0.0351,13.565,0.0351,24.441,0.0351,55.582,0.0351,104.436,0.0351,157.998,,,,,,
0.0352,0.893,0.0352,3.17,0.0352,6.941,0.0352,13.589,0.0352,24.48,0.0352,55.658,0.0352,104.61,0.0352,158.093,,,,,,
0.0353,0.894,0.0353,3.175,0.0353,6.952,0.0353,13.613,0.0353,24.518,0.0353,55.735,0.0353,104.783,0.0353,158.189,,,,,,
0.0354,0.895,0.0354,3.181,0.0354,6.963,0.0354,13.637,0.0354,24.556,0.0354,55.811,0.0354,104.956,0.0354,158.285,,,,,,
0.0355,0.897,0.0355,3.187,0.0355,6.974,0.0355,13.661,0.0355,24.594,0.0355,55.888,0.0355,105.129,0.0355,158.381,,,,,,
0.0356,0.898,0.0356,3.192,0.0356,6.984,0.0356,13.685,0.0356,24.633,0.0356,55.964,0.0356,105.302,0.0356,158.476,,,,,,
0.0357,0.899,0.0357,3.198,0.0357,6.995,0.0357,13.709,0.0357,24.671,0.0357,56.041,0.0357,105.476,0.0357,158.572,,,,,,
0.0358,0.901,0.0358,3.204,0.0358,7.006,0.0358,13.733,0.0358,24.709,0.0358,56.117,0.0358,105.649,0.0358,158.668,,,,,,
0.0359,0.902,0.0359,3.21,0.0359,7.017,0.0359,13.757,0.0359,24.748,0.0359,56.194,0.0359,105.822,0.0359,158.763,,,,,,
0.036,0.903,0.036,3.215,0.036,7.028,0.036,13.781,0.036,24.786,0.036,56.271,0.036,105.995,0.036,158.859,,,,,,
0.0361,0.905,0.0361,3.221,0.0361,7.039,0.0361,13.804,0.0361,24.824,0.0361,56.347,0.0361,106.169,0.0361,158.955,,,,,,
0.0362,0.906,0.0362,3.227,0.0362,7.05,0.0362,13.828,0.0362,24.862,0.0362,56.424,0.0362,106.342,0.0362,159.05,,,,,,
0.0363,0.907,0.0363,3.233,0.0363,7.061,0.0363,13.852,0.0363,24.901,0.0363,56.5,0.0363,106.515,0.0363,159.146,,,,,,
0.0364,0.909,0.0364,3.238,0.0364,7.072,0.0364,13.876,0.0364,24.939,0.0364,56.577,0.0364,106.688,0.0364,159.242,,,,,,
0.0365,0.91,0.0365,3.244,0.0365,7.083,0.0365,13.9,0.0365,24.977,0.0365,56.653,0.0365,106.861,0.0365,159.338,,,,,,
0.0366,0.911,0.0366,3.25,0.0366,7.094,0.0366,13.924,0.0366,25.016,0.0366,56.73,0.0366,107.035,0.0366,159.433,,,,,,
0.0367,0.913,0.0367,3.256,0.0367,7.104,0.0367,13.948,0.0367,25.054,0.0367,56.806,0.0367,107.208,0.0367,159.529,,,,,,
0.0368,0.914,0.0368,3.261,0.0368,7.115,0.0368,13.972,0.0368,25.092,0.0368,56.883,0.0368,107.381,0.0368,159.625,,,,,,
0.0369,0.915,0.0369,3.267,0.0369,7.126,0.0369,13.996,0.0369,25.13,0.0369,56.96,0.0369,107.554,0.0369,159.72,,,,,,
0.037,0.917,0.037,3.273,0.037,7.137,0.037,14.02,0.037,25.169,0.037,57.036,0.037,107.727,0.037,159.816,,,,,,
0.0371,0.918,0.0371,3.279,0.0371,7.148,0.0371,14.044,0.0371,25.207,0.0371,57.113,0.0371,107.901,0.0371,159.912,,,,,,
0.0372,0.919,0.0372,3.284,0.0372,7.159,0.0372,14.068,0.0372,25.245,0.0372,57.189,0.0372,108.074,0.0372,160.007,,,,,,
0.0373,0.921,0.0373,3.29,0.0373,7.17,0.0373,14.092,0.0373,25.283,0.0373,57.266,0.0373,108.247,0.0373,160.103,,,,,,
0.0374,0.922,0.0374,3.296,0.0374,7.181,0.0374,14.115,0.0374,25.322,0.0374,57.342,0.0374,108.42,0.0374,160.199,,,,,,
0.0375,0.923,0.0375,3.302,0.0375,7.192,0.0375,14.139,0.0375,25.36,0.0375,57.419,0.0375,108.594,0.0375,160.294,,,,,,
0.0376,0.925,0.0376,3.307,0.0376,7.203,0.0376,14.163,0.0376,25.398,0.0376,57.495,0.0376,108.767,0.0376,160.39,,,,,,
0.0377,0.926,0.0377,3.313,0.0377,7.214,0.0377,14.187,0.0377,25.437,0.0377,57.572,0.0377,108.94,0.0377,160.486,,,,,,
0.0378,0.928,0.0378,3.319,0.0378,7.224,0.0378,14.211,0.0378,25.475,0.0378,57.649,0.0378,109.113,0.0378,160.582,,,,,,
0.0379,0.929,0.0379,3.325,0.0379,7.235,0.0379,14.235,0.0379,25.513,0.0379,57.725,0.0379,109.286,0.0379,160.677,,,,,,
0.038,0.93,0.038,3.33,0.038,7.246,0.038,14.259,0.038,25.551,0.038,57.802,0.038,109.46,0.038,160.773,,,,,,
0.0381,0.932,0.0381,3.336,0.0381,7.257,0.0381,14.283,0.0381,25.59,0.0381,57.878,0.0381,109.633,0.0381,160.869,,,,,,
0.0382,0.933,0.0382,3.342,0.0382,7.268,0.0382,14.307,0.0382,25.628,0.0382,57.955,0.0382,109.806,0.0382,160.964,,,,,,
0.0383,0.934,0.0383,3.348,0.0383,7.279,0.0383,14.331,0.0383,25.666,0.0383,58.031,0.0383,109.979,0.0383,161.06,,,,,,
0.0384,0.936,0.0384,3.353,0.0384,7.29,0.0384,14.355,0.0384,25.705,0.0384,58.108,0.0384,110.152,0.0384,161.156,,,,,,
0.0385,0.937,0.0385,3.359,0.0385,7.301,0.0385,14.379,0.0385,25.743,0.0385,58.185,0.0385,110.326,0.0385,161.251,,,,,,
0.0386,0.938,0.0386,3.365,0.0386,7.312,0.0386,14.403,0.0386,25.781,0.0386,58.261,0.0386,110.499,0.0386,161.347,,,,,,
0.0387,0.94,0.0387,3.37,0.0387,7.323,0.0387,14.427,0.0387,25.819,0.0387,58.338,0.0387,110.672,0.0387,161.443,,,,,,
0.0388,0.941,0.0388,3.376,0.0388,7.334,0.0388,14.45,0.0388,25.858,0.0388,58.414,0.0388,110.845,0.0388,161.539,,,,,,
0.0389,0.942,0.0389,3.382,0.0389,7.344,0.0389,14.474,0.0389,25.896,0.0389,58.491,0.0389,111.019,0.0389,161.634,,,,,,
0.039,0.944,0.039,3.388,0.039,7.355,0.039,14.498,0.039,25.934,0.039,58.567,0.039,111.192,0.039,161.73,,,,,,
0.0391,0.945,0.0391,3.393,0.0391,7.366,0.0391,14.522,0.0391,25.972,0.0391,58.644,0.0391,111.365,0.0391,161.826,,,,,,
0.0392,0.946,0.0392,3.399,0.0392,7.377,0.0392,14.546,0.0392,26.011,0.0392,58.72,0.0392,111.538,0.0392,161.921,,,,,,
0.0393,0.948,0.0393,3.405,0.0393,7.388,0.0393,14.57,0.0393,26.049,0.0393,58.797,0.0393,111.711,0.0393,162.017,,,,,,
0.0394,0.949,0.0394,3.411,0.0394,7.399,0.0394,14.594,0.0394,26.087,0.0394,58.874,0.0394,111.885,0.0394,162.113,,,,,,
0.0395,0.95,0.0395,3.416,0.0395,7.41,0.0395,14.618,0.0395,26.126,0.0395,58.95,0.0395,112.058,0.0395,162.208,,,,,,
0.0396,0.952,0.0396,3.422,0.0396,7.421,0.0396,14.642,0.0396,26.164,0.0396,59.027,0.0396,112.231,0.0396,162.304,,,,,,
0.0397,0.953,0.0397,3.428,0.0397,7.432,0.0397,14.666,0.0397,26.202,0.0397,59.103,0.0397,112.404,0.0397,162.4,,,,,,
0.0398,0.954,0.0398,3.434,0.0398,7.443,0.0398,14.69,0.0398,26.24,0.0398,59.18,0.0398,112.577,0.0398,162.496,,,,,,
0.0399,0.956,0.0399,3.439,0.0399,7.454,0.0399,14.714,0.0399,26.279,0.0399,59.256,0.0399,112.751,0.0399,162.591,,,,,,
0.04,0.957,0.04,3.445,0.04,7.464,0.04,14.738,0.04,26.317,0.04,59.333,0.04,112.924,0.04,162.687,,,,,,
0.0401,0.958,0.0401,3.448,0.0401,7.475,0.0401,14.753,0.0401,26.365,0.0401,59.438,0.0401,113.039,0.0401,162.878,,,,,,
0.0402,0.959,0.0402,3.45,0.0402,7.485,0.0402,14.768,0.0402,26.413,0.0402,59.543,0.0402,113.154,0.0402,163.07,,,,,,
0.0403,0.96,0.0403,3.453,0.0403,7.495,0.0403,14.783,0.0403,26.461,0.0403,59.649,0.0403,113.268,0.0403,163.261,,,,,,
0.0404,0.962,0.0404,3.456,0.0404,7.506,0.0404,14.799,0.0404,26.508,0.0404,59.754,0.0404,113.383,0.0404,163.453,,,,,,
0.0405,0.963,0.0405,3.459,0.0405,7.516,0.0405,14.814,0.0405,26.556,0.0405,59.859,0.0405,113.498,0.0405,163.644,,,,,,
0.0406,0.964,0.0406,3.461,0.0406,7.526,0.0406,14.829,0.0406,26.604,0.0406,59.964,0.0406,113.613,0.0406,163.835,,,,,,
0.0407,0.965,0.0407,3.464,0.0407,7.537,0.0407,14.845,0.0407,26.652,0.0407,60.07,0.0407,113.728,0.0407,164.027,,,,,,
0.0408,0.966,0.0408,3.467,0.0408,7.547,0.0408,14.86,0.0408,26.7,0.0408,60.175,0.0408,113.843,0.0408,164.218,,,,,,
0.0409,0.967,0.0409,3.469,0.0409,7.557,0.0409,14.875,0.0409,26.748,0.0409,60.28,0.0409,113.957,0.0409,164.41,,,,,,
0.041,0.968,0.041,3.472,0.041,7.568,0.041,14.891,0.041,26.795,0.041,60.386,0.041,114.072,0.041,164.601,,,,,,
0.0411,0.97,0.0411,3.475,0.0411,7.578,0.0411,14.906,0.0411,26.843,0.0411,60.491,0.0411,114.187,0.0411,164.792,,,,,,
0.0412,0.971,0.0412,3.477,0.0412,7.588,0.0412,14.921,0.0412,26.891,0.0412,60.596,0.0412,114.302,0.0412,164.984,,,,,,
0.0413,0.972,0.0413,3.48,0.0413,7.599,0.0413,14.937,0.0413,26.939,0.0413,60.701,0.0413,114.417,0.0413,165.175,,,,,,
0.0414,0.973,0.0414,3.483,0.0414,7.609,0.0414,14.952,0.0414,26.987,0.0414,60.807,0.0414,114.532,0.0414,165.366,,,,,,
0.0415,0.974,0.0415,3.485,0.0415,7.619,0.0415,14.967,0.0415,27.035,0.0415,60.912,0.0415,114.646,0.0415,165.558,,,,,,
0.0416,0.975,0.0416,3.488,0.0416,7.63,0.0416,14.983,0.0416,27.083,0.0416,61.017,0.0416,114.761,0.0416,165.749,,,,,,
0.0417,0.977,0.0417,3.491,0.0417,7.64,0.0417,14.998,0.0417,27.13,0.0417,61.122,0.0417,114.876,0.0417,165.941,,,,,,
0.0418,0.978,0.0418,3.493,0.0418,7.65,0.0418,15.013,0.0418,27.178,0.0418,61.228,0.0418,114.991,0.0418,166.132,,,,,,
0.0419,0.979,0.0419,3.496,0.0419,7.661,0.0419,15.028,0.0419,27.226,0.0419,61.333,0.0419,115.106,0.0419,166.323,,,,,,
0.042,0.98,0.042,3.499,0.042,7.671,0.042,15.044,0.042,27.274,0.042,61.438,0.042,115.221,0.042,166.515,,,,,,
0.0421,0.981,0.0421,3.501,0.0421,7.682,0.0421,15.059,0.0421,27.322,0.0421,61.544,0.0421,115.335,0.0421,166.706,,,,,,
0.0422,0.982,0.0422,3.504,0.0422,7.692,0.0422,15.074,0.0422,27.37,0.0422,61.649,0.0422,115.45,0.0422,166.898,,,,,,
0.0423,0.983,0.0423,3.507,0.0423,7.702,0.0423,15.09,0.0423,27.418,0.0423,61.754,0.0423,115.565,0.0423,167.089,,,,,,
0.0424,0.985,0.0424,3.509,0.0424,7.713,0.0424,15.105,0.0424,27.465,0.0424,61.859,0.0424,115.68,0.0424,167.28,,,,,,
0.0425,0.986,0.0425,3.512,0.0425,7.723,0.0425,15.12,0.0425,27.513,0.0425,61.965,0.0425,115.795,0.0425,167.472,,,,,,
0.0426,0.987,0.0426,3.515,0.0426,7.733,0.0426,15.136,0.0426,27.561,0.0426,62.07,0.0426,115.91,0.0426,167.663,,,,,,
0.0427,0.988,0.0427,3.517,0.0427,7.744,0.0427,15.151,0.0427,27.609,0.0427,62.175,0.0427,116.024,0.0427,167.855,,,,,,
0.0428,0.989,0.0428,3.52,0.0428,7.754,0.0428,15.166,0.0428,27.657,0.0428,62.28,0.0428,116.139,0.0428,168.046,,,,,,
0.0429,0.99,0.0429,3.523,0.0429,7.764,0.0429,15.182,0.0429,27.705,0.0429,62.386,0.0429,116.254,0.0429,168.237,,,,,,
0.043,0.991,0.043,3.526,0.043,7.775,0.043,15.197,0.043,27.752,0.043,62.491,0.043,116.369,0.043,168.429,,,,,,
0.0431,0.993,0.0431,3.528,0.0431,7.785,0.0431,15.212,0.0431,27.8,0.0431,62.596,0.0431,116.484,0.0431,168.62,,,,,,
0.0432,0.994,0.0432,3.531,0.0432,7.795,0.0432,15.227,0.0432,27.848,0.0432,62.701,0.0432,116.599,0.0432,168.812,,,,,,
0.0433,0.995,0.0433,3.534,0.0433,7.806,0.0433,15.243,0.0433,27.896,0.0433,62.807,0.0433,116.714,0.0433,169.003,,,,,,
0.0434,0.996,0.0434,3.536,0.0434,7.816,0.0434,15.258,0.0434,27.944,0.0434,62.912,0.0434,116.828,0.0434,169.194,,,,,,
0.0435,0.997,0.0435,3.539,0.0435,7.826,0.0435,15.273,0.0435,27.992,0.0435,63.017,0.0435,116.943,0.0435,169.386,,,,,,
0.0436,0.998,0.0436,3.542,0.0436,7.837,0.0436,15.289,0.0436,28.04,0.0436,63.123,0.0436,117.058,0.0436,169.577,,,,,,
0.0437,0.999,0.0437,3.544,0.0437,7.847,0.0437,15.304,0.0437,28.087,0.0437,63.228,0.0437,117.173,0.0437,169.769,,,,,,
0.0438,1.001,0.0438,3.547,0.0438,7.857,0.0438,15.319,0.0438,28.135,0.0438,63.333,0.0438,117.288,0.0438,169.96,,,,,,
0.0439,1.002,0.0439,3.55,0.0439,7.868,0.0439,15.335,0.0439,28.183,0.0439,63.438,0.0439,117.403,0.0439,170.151,,,,,,
0.044,1.003,0.044,3.552,0.044,7.878,0.044,15.35,0.044,28.231,0.044,63.544,0.044,117.517,0.044,170.343,,,,,,
0.0441,1.004,0.0441,3.555,0.0441,7.888,0.0441,15.365,0.0441,28.279,0.0441,63.649,0.0441,117.632,0.0441,170.534,,,,,,
0.0442,1.005,0.0442,3.558,0.0442,7.899,0.0442,15.381,0.0442,28.327,0.0442,63.754,0.0442,117.747,0.0442,170.726,,,,,,
0.0443,1.006,0.0443,3.56,0.0443,7.909,0.0443,15.396,0.0443,28.375,0.0443,63.859,0.0443,117.862,0.0443,170.917,,,,,,
0.0444,1.008,0.0444,3.563,0.0444,7.919,0.0444,15.411,0.0444,28.422,0.0444,63.965,0.0444,117.977,0.0444,171.108,,,,,,
0.0445,1.009,0.0445,3.566,0.0445,7.93,0.0445,15.427,0.0445,28.47,0.0445,64.07,0.0445,118.092,0.0445,171.3,,,,,,
0.0446,1.01,0.0446,3.568,0.0446,7.94,0.0446,15.442,0.0446,28.518,0.0446,64.175,0.0446,118.206,0.0446,171.491,,,,,,
0.0447,1.011,0.0447,3.571,0.0447,7.95,0.0447,15.457,0.0447,28.566,0.0447,64.28,0.0447,118.321,0.0447,171.683,,,,,,
0.0448,1.012,0.0448,3.574,0.0448,7.961,0.0448,15.472,0.0448,28.614,0.0448,64.386,0.0448,118.436,0.0448,171.874,,,,,,
0.0449,1.013,0.0449,3.576,0.0449,7.971,0.0449,15.488,0.0449,28.662,0.0449,64.491,0.0449,118.551,0.0449,172.065,,,,,,
0.045,1.014,0.045,3.579,0.045,7.981,0.045,15.503,0.045,28.709,0.045,64.596,0.045,118.666,0.045,172.257,,,,,,
0.0451,1.016,0.0451,3.581,0.0451,7.992,0.0451,15.53,0.0451,28.748,0.0451,64.663,0.0451,118.781,,,,,,,,
0.0452,1.017,0.0452,3.582,0.0452,8.003,0.0452,15.557,0.0452,28.786,0.0452,64.73,0.0452,118.895,,,,,,,,
0.0453,1.018,0.0453,3.584,0.0453,8.013,0.0453,15.583,0.0453,28.824,0.0453,64.797,0.0453,119.01,,,,,,,,
0.0454,1.019,0.0454,3.585,0.0454,8.024,0.0454,15.61,0.0454,28.863,0.0454,64.864,0.0454,119.125,,,,,,,,
0.0455,1.02,0.0455,3.587,0.0455,8.035,0.0455,15.637,0.0455,28.901,0.0455,64.931,0.0455,119.24,,,,,,,,
0.0456,1.021,0.0456,3.588,0.0456,8.046,0.0456,15.664,0.0456,28.939,0.0456,64.998,0.0456,119.355,,,,,,,,
0.0457,1.022,0.0457,3.59,0.0457,8.056,0.0457,15.691,0.0457,28.977,0.0457,65.065,0.0457,119.47,,,,,,,,
0.0458,1.024,0.0458,3.591,0.0458,8.067,0.0458,15.717,0.0458,29.016,0.0458,65.132,0.0458,119.584,,,,,,,,
0.0459,1.025,0.0459,3.593,0.0459,8.078,0.0459,15.744,0.0459,29.054,0.0459,65.199,0.0459,119.699,,,,,,,,
0.046,1.026,0.046,3.594,0.046,8.088,0.046,15.771,0.046,29.092,0.046,65.266,0.046,119.814,,,,,,,,
0.0461,1.027,0.0461,3.596,0.0461,8.099,0.0461,15.798,0.0461,29.131,0.0461,65.333,0.0461,119.929,,,,,,,,
0.0462,1.028,0.0462,3.597,0.0462,8.11,0.0462,15.825,0.0462,29.169,0.0462,65.4,0.0462,120.044,,,,,,,,
0.0463,1.029,0.0463,3.599,0.0463,8.121,0.0463,15.851,0.0463,29.207,0.0463,65.467,0.0463,120.159,,,,,,,,
0.0464,1.03,0.0464,3.601,0.0464,8.131,0.0464,15.878,0.0464,29.245,0.0464,65.534,0.0464,120.273,,,,,,,,
0.0465,1.032,0.0465,3.602,0.0465,8.142,0.0465,15.905,0.0465,29.284,0.0465,65.601,0.0465,120.388,,,,,,,,
0.0466,1.033,0.0466,3.604,0.0466,8.153,0.0466,15.932,0.0466,29.322,0.0466,65.668,0.0466,120.503,,,,,,,,
0.0467,1.034,0.0467,3.605,0.0467,8.163,0.0467,15.959,0.0467,29.36,0.0467,65.735,0.0467,120.618,,,,,,,,
0.0468,1.035,0.0468,3.607,0.0468,8.174,0.0468,15.985,0.0468,29.398,0.0468,65.802,0.0468,120.733,,,,,,,,
0.0469,1.036,0.0469,3.608,0.0469,8.185,0.0469,16.012,0.0469,29.437,0.0469,65.869,0.0469,120.848,,,,,,,,
0.047,1.037,0.047,3.61,0.047,8.196,0.047,16.039,0.047,29.475,0.047,65.936,0.047,120.963,,,,,,,,
0.0471,1.039,0.0471,3.611,0.0471,8.206,0.0471,16.066,0.0471,29.513,0.0471,66.003,0.0471,121.077,,,,,,,,
0.0472,1.04,0.0472,3.613,0.0472,8.217,0.0472,16.093,0.0472,29.552,0.0472,66.07,0.0472,121.192,,,,,,,,
0.0473,1.041,0.0473,3.614,0.0473,8.228,0.0473,16.119,0.0473,29.59,0.0473,66.137,0.0473,121.307,,,,,,,,
0.0474,1.042,0.0474,3.616,0.0474,8.238,0.0474,16.146,0.0474,29.628,0.0474,66.204,0.0474,121.422,,,,,,,,
0.0475,1.043,0.0475,3.617,0.0475,8.249,0.0475,16.173,0.0475,29.666,0.0475,66.271,0.0475,121.537,,,,,,,,
0.0476,1.044,0.0476,3.619,0.0476,8.26,0.0476,16.2,0.0476,29.705,0.0476,66.338,0.0476,121.652,,,,,,,,
0.0477,1.045,0.0477,3.62,0.0477,8.271,0.0477,16.227,0.0477,29.743,0.0477,66.405,0.0477,121.766,,,,,,,,
0.0478,1.047,0.0478,3.622,0.0478,8.281,0.0478,16.253,0.0478,29.781,0.0478,66.472,0.0478,121.881,,,,,,,,
0.0479,1.048,0.0479,3.624,0.0479,8.292,0.0479,16.28,0.0479,29.82,0.0479,66.539,0.0479,121.996,,,,,,,,
0.048,1.049,0.048,3.625,0.048,8.303,0.048,16.307,0.048,29.858,0.048,66.606,0.048,122.111,,,,,,,,
0.0481,1.05,0.0481,3.627,0.0481,8.313,0.0481,16.334,0.0481,29.896,0.0481,66.673,0.0481,122.226,,,,,,,,
0.0482,1.051,0.0482,3.628,0.0482,8.324,0.0482,16.361,0.0482,29.934,0.0482,66.74,0.0482,122.341,,,,,,,,
0.0483,1.052,0.0483,3.63,0.0483,8.335,0.0483,16.387,0.0483,29.973,0.0483,66.807,0.0483,122.455,,,,,,,,
0.0484,1.053,0.0484,3.631,0.0484,8.346,0.0484,16.414,0.0484,30.011,0.0484,66.874,0.0484,122.57,,,,,,,,
0.0485,1.055,0.0485,3.633,0.0485,8.356,0.0485,16.441,0.0485,30.049,0.0485,66.941,0.0485,122.685,,,,,,,,
0.0486,1.056,0.0486,3.634,0.0486,8.367,0.0486,16.468,0.0486,30.088,0.0486,67.008,0.0486,122.8,,,,,,,,
0.0487,1.057,0.0487,3.636,0.0487,8.378,0.0487,16.495,0.0487,30.126,0.0487,67.075,0.0487,122.915,,,,,,,,
0.0488,1.058,0.0488,3.637,0.0488,8.389,0.0488,16.521,0.0488,30.164,0.0488,67.142,0.0488,123.03,,,,,,,,
0.0489,1.059,0.0489,3.639,0.0489,8.399,0.0489,16.548,0.0489,30.202,0.0489,67.209,0.0489,123.144,,,,,,,,
0.049,1.06,0.049,3.64,0.049,8.41,0.049,16.575,0.049,30.241,0.049,67.276,0.049,123.259,,,,,,,,
0.0491,1.061,0.0491,3.642,0.0491,8.421,0.0491,16.602,0.0491,30.279,0.0491,67.343,0.0491,123.374,,,,,,,,
0.0492,1.063,0.0492,3.643,0.0492,8.431,0.0492,16.629,0.0492,30.317,0.0492,67.41,0.0492,123.489,,,,,,,,
0.0493,1.064,0.0493,3.645,0.0493,8.442,0.0493,16.655,0.0493,30.355,0.0493,67.477,0.0493,123.604,,,,,,,,
0.0494,1.065,0.0494,3.646,0.0494,8.453,0.0494,16.682,0.0494,30.394,0.0494,67.544,0.0494,123.719,,,,,,,,
0.0495,1.066,0.0495,3.648,0.0495,8.464,0.0495,16.709,0.0495,30.432,0.0495,67.611,0.0495,123.833,,,,,,,,
0.0496,1.067,0.0496,3.65,0.0496,8.474,0.0496,16.736,0.0496,30.47,0.0496,67.678,0.0496,123.948,,,,,,,,
0.0497,1.068,0.0497,3.651,0.0497,8.485,0.0497,16.762,0.0497,30.509,0.0497,67.745,0.0497,124.063,,,,,,,,
0.0498,1.07,0.0498,3.653,0.0498,8.496,0.0498,16.789,0.0498,30.547,0.0498,67.812,0.0498,124.178,,,,,,,,
0.0499,1.071,0.0499,3.654,0.0499,8.506,0.0499,16.816,0.0499,30.585,0.0499,67.879,0.0499,124.293,,,,,,,,
0.05,1.072,0.05,3.656,0.05,8.517,0.05,16.843,0.05,30.623,0.05,67.946,0.05,124.408,,,,,,,,
0.0501,1.073,0.0501,3.661,0.0501,8.528,0.0501,16.862,0.0501,30.652,0.0501,68.022,0.0501,124.58,,,,,,,,
0.0502,1.073,0.0502,3.667,0.0502,8.538,0.0502,16.881,0.0502,30.681,0.0502,68.099,0.0502,124.752,,,,,,,,
0.0503,1.074,0.0503,3.672,0.0503,8.549,0.0503,16.9,0.0503,30.71,0.0503,68.175,0.0503,124.924,,,,,,,,
0.0504,1.075,0.0504,3.678,0.0504,8.559,0.0504,16.919,0.0504,30.738,0.0504,68.252,0.0504,125.097,,,,,,,,
0.0505,1.076,0.0505,3.683,0.0505,8.57,0.0505,16.939,0.0505,30.767,0.0505,68.329,0.0505,125.269,,,,,,,,
0.0506,1.076,0.0506,3.689,0.0506,8.58,0.0506,16.958,0.0506,30.796,0.0506,68.405,0.0506,125.441,,,,,,,,
0.0507,1.077,0.0507,3.695,0.0507,8.591,0.0507,16.977,0.0507,30.824,0.0507,68.482,0.0507,125.613,,,,,,,,
0.0508,1.078,0.0508,3.7,0.0508,8.601,0.0508,16.996,0.0508,30.853,0.0508,68.558,0.0508,125.786,,,,,,,,
0.0509,1.079,0.0509,3.706,0.0509,8.612,0.0509,17.015,0.0509,30.882,0.0509,68.635,0.0509,125.958,,,,,,,,
0.051,1.079,0.051,3.711,0.051,8.622,0.051,17.034,0.051,30.911,0.051,68.711,0.051,126.13,,,,,,,,
0.0511,1.08,0.0511,3.717,0.0511,8.633,0.0511,17.053,0.0511,30.939,0.0511,68.788,0.0511,126.302,,,,,,,,
0.0512,1.081,0.0512,3.722,0.0512,8.643,0.0512,17.073,0.0512,30.968,0.0512,68.864,0.0512,126.475,,,,,,,,
0.0513,1.082,0.0513,3.728,0.0513,8.654,0.0513,17.092,0.0513,30.997,0.0513,68.941,0.0513,126.647,,,,,,,,
0.0514,1.083,0.0514,3.733,0.0514,8.665,0.0514,17.111,0.0514,31.025,0.0514,69.018,0.0514,126.819,,,,,,,,
0.0515,1.083,0.0515,3.739,0.0515,8.675,0.0515,17.13,0.0515,31.054,0.0515,69.094,0.0515,126.992,,,,,,,,
0.0516,1.084,0.0516,3.744,0.0516,8.686,0.0516,17.149,0.0516,31.083,0.0516,69.171,0.0516,127.164,,,,,,,,
0.0517,1.085,0.0517,3.75,0.0517,8.696,0.0517,17.168,0.0517,31.111,0.0517,69.247,0.0517,127.336,,,,,,,,
0.0518,1.086,0.0518,3.756,0.0518,8.707,0.0518,17.187,0.0518,31.14,0.0518,69.324,0.0518,127.508,,,,,,,,
0.0519,1.086,0.0519,3.761,0.0519,8.717,0.0519,17.207,0.0519,31.169,0.0519,69.4,0.0519,127.681,,,,,,,,
0.052,1.087,0.052,3.767,0.052,8.728,0.052,17.226,0.052,31.198,0.052,69.477,0.052,127.853,,,,,,,,
0.0521,1.088,0.0521,3.772,0.0521,8.738,0.0521,17.245,0.0521,31.226,0.0521,69.553,0.0521,128.025,,,,,,,,
0.0522,1.089,0.0522,3.778,0.0522,8.749,0.0522,17.264,0.0522,31.255,0.0522,69.63,0.0522,128.197,,,,,,,,
