15mm Copper Pipe,,20mm Copper Pipe,,25mm Copper Pipe,,32mm Copper Pipe,,40mm Copper Pipe,,50mm Copper Pipe,,65mm Copper Pipe,,80mm Copper Pipe,,100mm Copper Pipe,,125mm Copper Pipe,,150mm Copper Pipe,
kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h
0.0324,0.914,0.0324,3.216,0.0324,7.093,0.0324,13.81,0.0324,25.022,0.0324,57.206,0.0324,106.641,0.0324,166.134,,,,,,
0.0325,0.916,0.0325,3.222,0.0325,7.105,0.0325,13.836,0.0325,25.063,0.0325,57.287,0.0325,106.826,0.0325,166.236,,,,,,
0.0326,0.917,0.0326,3.229,0.0326,7.116,0.0326,13.862,0.0326,25.104,0.0326,57.369,0.0326,107.011,0.0326,166.338,,,,,,
0.0327,0.918,0.0327,3.235,0.0327,7.128,0.0327,13.887,0.0327,25.145,0.0327,57.451,0.0327,107.196,0.0327,166.441,,,,,,
0.0328,0.92,0.0328,3.241,0.0328,7.14,0.0328,13.913,0.0328,25.186,0.0328,57.533,0.0328,107.381,0.0328,166.543,,,,,,
0.0329,0.921,0.0329,3.247,0.0329,7.151,0.0329,13.938,0.0329,25.227,0.0329,57.615,0.0329,107.566,0.0329,166.645,,,,,,
0.033,0.923,0.033,3.253,0.033,7.163,0.033,13.964,0.033,25.268,0.033,57.697,0.033,107.752,0.033,166.747,,,,,,
0.0331,0.924,0.0331,3.259,0.0331,7.175,0.0331,13.989,0.0331,25.309,0.0331,57.779,0.0331,107.937,0.0331,166.85,,,,,,
0.0332,0.926,0.0332,3.265,0.0332,7.186,0.0332,14.015,0.0332,25.35,0.0332,57.86,0.0332,108.122,0.0332,166.952,,,,,,
0.0333,0.927,0.0333,3.272,0.0333,7.198,0.0333,14.041,0.0333,25.391,0.0333,57.942,0.0333,108.307,0.0333,167.054,,,,,,
0.0334,0.928,0.0334,3.278,0.0334,7.21,0.0334,14.066,0.0334,25.432,0.0334,58.024,0.0334,108.492,0.0334,167.157,,,,,,
0.0335,0.93,0.0335,3.284,0.0335,7.221,0.0335,14.092,0.0335,25.472,0.0335,58.106,0.0335,108.677,0.0335,167.259,,,,,,
0.0336,0.931,0.0336,3.29,0.0336,7.233,0.0336,14.117,0.0336,25.513,0.0336,58.188,0.0336,108.863,0.0336,167.361,,,,,,
0.0337,0.933,0.0337,3.296,0.0337,7.245,0.0337,14.143,0.0337,25.554,0.0337,58.27,0.0337,109.048,0.0337,167.464,,,,,,
0.0338,0.934,0.0338,3.302,0.0338,7.256,0.0338,14.168,0.0338,25.595,0.0338,58.351,0.0338,109.233,0.0338,167.566,,,,,,
0.0339,0.936,0.0339,3.308,0.0339,7.268,0.0339,14.194,0.0339,25.636,0.0339,58.433,0.0339,109.418,0.0339,167.668,,,,,,
0.034,0.937,0.034,3.314,0.034,7.28,0.034,14.22,0.034,25.677,0.034,58.515,0.034,109.603,0.034,167.77,,,,,,
0.0341,0.938,0.0341,3.321,0.0341,7.291,0.0341,14.245,0.0341,25.718,0.0341,58.597,0.0341,109.788,0.0341,167.873,,,,,,
0.0342,0.94,0.0342,3.327,0.0342,7.303,0.0342,14.271,0.0342,25.759,0.0342,58.679,0.0342,109.974,0.0342,167.975,,,,,,
0.0343,0.941,0.0343,3.333,0.0343,7.315,0.0343,14.296,0.0343,25.8,0.0343,58.761,0.0343,110.159,0.0343,168.077,,,,,,
0.0344,0.943,0.0344,3.339,0.0344,7.326,0.0344,14.322,0.0344,25.841,0.0344,58.842,0.0344,110.344,0.0344,168.18,,,,,,
0.0345,0.944,0.0345,3.345,0.0345,7.338,0.0345,14.347,0.0345,25.882,0.0345,58.924,0.0345,110.529,0.0345,168.282,,,,,,
0.0346,0.946,0.0346,3.351,0.0346,7.35,0.0346,14.373,0.0346,25.923,0.0346,59.006,0.0346,110.714,0.0346,168.384,,,,,,
0.0347,0.947,0.0347,3.357,0.0347,7.361,0.0347,14.399,0.0347,25.964,0.0347,59.088,0.0347,110.899,0.0347,168.487,,,,,,
0.0348,0.949,0.0348,3.364,0.0348,7.373,0.0348,14.424,0.0348,26.004,0.0348,59.17,0.0348,111.085,0.0348,168.589,,,,,,
0.0349,0.95,0.0349,3.37,0.0349,7.385,0.0349,14.45,0.0349,26.045,0.0349,59.252,0.0349,111.27,0.0349,168.691,,,,,,
0.035,0.951,0.035,3.376,0.035,7.396,0.035,14.475,0.035,26.086,0.035,59.333,0.035,111.455,0.035,168.793,,,,,,
0.0351,0.953,0.0351,3.382,0.0351,7.408,0.0351,14.501,0.0351,26.127,0.0351,59.415,0.0351,111.64,0.0351,168.896,,,,,,
0.0352,0.954,0.0352,3.388,0.0352,7.42,0.0352,14.526,0.0352,26.168,0.0352,59.497,0.0352,111.825,0.0352,168.998,,,,,,
0.0353,0.956,0.0353,3.394,0.0353,7.431,0.0353,14.552,0.0353,26.209,0.0353,59.579,0.0353,112.01,0.0353,169.1,,,,,,
0.0354,0.957,0.0354,3.4,0.0354,7.443,0.0354,14.578,0.0354,26.25,0.0354,59.661,0.0354,112.195,0.0354,169.203,,,,,,
0.0355,0.959,0.0355,3.407,0.0355,7.455,0.0355,14.603,0.0355,26.291,0.0355,59.743,0.0355,112.381,0.0355,169.305,,,,,,
0.0356,0.96,0.0356,3.413,0.0356,7.466,0.0356,14.629,0.0356,26.332,0.0356,59.824,0.0356,112.566,0.0356,169.407,,,,,,
0.0357,0.961,0.0357,3.419,0.0357,7.478,0.0357,14.654,0.0357,26.373,0.0357,59.906,0.0357,112.751,0.0357,169.51,,,,,,
0.0358,0.963,0.0358,3.425,0.0358,7.49,0.0358,14.68,0.0358,26.414,0.0358,59.988,0.0358,112.936,0.0358,169.612,,,,,,
0.0359,0.964,0.0359,3.431,0.0359,7.501,0.0359,14.705,0.0359,26.455,0.0359,60.07,0.0359,113.121,0.0359,169.714,,,,,,
0.036,0.966,0.036,3.437,0.036,7.513,0.036,14.731,0.036,26.495,0.036,60.152,0.036,113.306,0.036,169.816,,,,,,
0.0361,0.967,0.0361,3.443,0.0361,7.525,0.0361,14.757,0.0361,26.536,0.0361,60.234,0.0361,113.492,0.0361,169.919,,,,,,
0.0362,0.969,0.0362,3.45,0.0362,7.536,0.0362,14.782,0.0362,26.577,0.0362,60.316,0.0362,113.677,0.0362,170.021,,,,,,
0.0363,0.97,0.0363,3.456,0.0363,7.548,0.0363,14.808,0.0363,26.618,0.0363,60.397,0.0363,113.862,0.0363,170.123,,,,,,
0.0364,0.971,0.0364,3.462,0.0364,7.559,0.0364,14.833,0.0364,26.659,0.0364,60.479,0.0364,114.047,0.0364,170.226,,,,,,
0.0365,0.973,0.0365,3.468,0.0365,7.571,0.0365,14.859,0.0365,26.7,0.0365,60.561,0.0365,114.232,0.0365,170.328,,,,,,
0.0366,0.974,0.0366,3.474,0.0366,7.583,0.0366,14.885,0.0366,26.741,0.0366,60.643,0.0366,114.417,0.0366,170.43,,,,,,
0.0367,0.976,0.0367,3.48,0.0367,7.594,0.0367,14.91,0.0367,26.782,0.0367,60.725,0.0367,114.603,0.0367,170.533,,,,,,
0.0368,0.977,0.0368,3.486,0.0368,7.606,0.0368,14.936,0.0368,26.823,0.0368,60.807,0.0368,114.788,0.0368,170.635,,,,,,
0.0369,0.979,0.0369,3.492,0.0369,7.618,0.0369,14.961,0.0369,26.864,0.0369,60.888,0.0369,114.973,0.0369,170.737,,,,,,
0.037,0.98,0.037,3.499,0.037,7.629,0.037,14.987,0.037,26.905,0.037,60.97,0.037,115.158,0.037,170.839,,,,,,
0.0371,0.981,0.0371,3.505,0.0371,7.641,0.0371,15.012,0.0371,26.946,0.0371,61.052,0.0371,115.343,0.0371,170.942,,,,,,
0.0372,0.983,0.0372,3.511,0.0372,7.653,0.0372,15.038,0.0372,26.986,0.0372,61.134,0.0372,115.528,0.0372,171.044,,,,,,
0.0373,0.984,0.0373,3.517,0.0373,7.664,0.0373,15.064,0.0373,27.027,0.0373,61.216,0.0373,115.714,0.0373,171.146,,,,,,
0.0374,0.986,0.0374,3.523,0.0374,7.676,0.0374,15.089,0.0374,27.068,0.0374,61.298,0.0374,115.899,0.0374,171.249,,,,,,
0.0375,0.987,0.0375,3.529,0.0375,7.688,0.0375,15.115,0.0375,27.109,0.0375,61.379,0.0375,116.084,0.0375,171.351,,,,,,
0.0376,0.989,0.0376,3.535,0.0376,7.699,0.0376,15.14,0.0376,27.15,0.0376,61.461,0.0376,116.269,0.0376,171.453,,,,,,
0.0377,0.99,0.0377,3.542,0.0377,7.711,0.0377,15.166,0.0377,27.191,0.0377,61.543,0.0377,116.454,0.0377,171.556,,,,,,
0.0378,0.991,0.0378,3.548,0.0378,7.723,0.0378,15.191,0.0378,27.232,0.0378,61.625,0.0378,116.639,0.0378,171.658,,,,,,
0.0379,0.993,0.0379,3.554,0.0379,7.734,0.0379,15.217,0.0379,27.273,0.0379,61.707,0.0379,116.825,0.0379,171.76,,,,,,
0.038,0.994,0.038,3.56,0.038,7.746,0.038,15.243,0.038,27.314,0.038,61.789,0.038,117.01,0.038,171.862,,,,,,
0.0381,0.996,0.0381,3.566,0.0381,7.758,0.0381,15.268,0.0381,27.355,0.0381,61.87,0.0381,117.195,0.0381,171.965,,,,,,
0.0382,0.997,0.0382,3.572,0.0382,7.769,0.0382,15.294,0.0382,27.396,0.0382,61.952,0.0382,117.38,0.0382,172.067,,,,,,
0.0383,0.999,0.0383,3.578,0.0383,7.781,0.0383,15.319,0.0383,27.437,0.0383,62.034,0.0383,117.565,0.0383,172.169,,,,,,
0.0384,1,0.0384,3.585,0.0384,7.793,0.0384,15.345,0.0384,27.478,0.0384,62.116,0.0384,117.75,0.0384,172.272,,,,,,
0.0385,1.002,0.0385,3.591,0.0385,7.804,0.0385,15.37,0.0385,27.518,0.0385,62.198,0.0385,117.935,0.0385,172.374,,,,,,
0.0386,1.003,0.0386,3.597,0.0386,7.816,0.0386,15.396,0.0386,27.559,0.0386,62.28,0.0386,118.121,0.0386,172.476,,,,,,
0.0387,1.004,0.0387,3.603,0.0387,7.828,0.0387,15.422,0.0387,27.6,0.0387,62.362,0.0387,118.306,0.0387,172.579,,,,,,
0.0388,1.006,0.0388,3.609,0.0388,7.839,0.0388,15.447,0.0388,27.641,0.0388,62.443,0.0388,118.491,0.0388,172.681,,,,,,
0.0389,1.007,0.0389,3.615,0.0389,7.851,0.0389,15.473,0.0389,27.682,0.0389,62.525,0.0389,118.676,0.0389,172.783,,,,,,
0.039,1.009,0.039,3.621,0.039,7.863,0.039,15.498,0.039,27.723,0.039,62.607,0.039,118.861,0.039,172.885,,,,,,
0.0391,1.01,0.0391,3.628,0.0391,7.874,0.0391,15.524,0.0391,27.764,0.0391,62.689,0.0391,119.046,0.0391,172.988,,,,,,
0.0392,1.012,0.0392,3.634,0.0392,7.886,0.0392,15.549,0.0392,27.805,0.0392,62.771,0.0392,119.232,0.0392,173.09,,,,,,
0.0393,1.013,0.0393,3.64,0.0393,7.898,0.0393,15.575,0.0393,27.846,0.0393,62.853,0.0393,119.417,0.0393,173.192,,,,,,
0.0394,1.014,0.0394,3.646,0.0394,7.909,0.0394,15.601,0.0394,27.887,0.0394,62.934,0.0394,119.602,0.0394,173.295,,,,,,
0.0395,1.016,0.0395,3.652,0.0395,7.921,0.0395,15.626,0.0395,27.928,0.0395,63.016,0.0395,119.787,0.0395,173.397,,,,,,
0.0396,1.017,0.0396,3.658,0.0396,7.933,0.0396,15.652,0.0396,27.969,0.0396,63.098,0.0396,119.972,0.0396,173.499,,,,,,
0.0397,1.019,0.0397,3.664,0.0397,7.944,0.0397,15.677,0.0397,28.009,0.0397,63.18,0.0397,120.157,0.0397,173.602,,,,,,
0.0398,1.02,0.0398,3.67,0.0398,7.956,0.0398,15.703,0.0398,28.05,0.0398,63.262,0.0398,120.343,0.0398,173.704,,,,,,
0.0399,1.022,0.0399,3.677,0.0399,7.968,0.0399,15.728,0.0399,28.091,0.0399,63.344,0.0399,120.528,0.0399,173.806,,,,,,
0.04,1.023,0.04,3.683,0.04,7.979,0.04,15.754,0.04,28.132,0.04,63.425,0.04,120.713,0.04,173.908,,,,,,
0.0401,1.024,0.0401,3.686,0.0401,7.99,0.0401,15.77,0.0401,28.183,0.0401,63.538,0.0401,120.836,0.0401,174.113,,,,,,
0.0402,1.025,0.0402,3.688,0.0402,8.001,0.0402,15.787,0.0402,28.235,0.0402,63.65,0.0402,120.958,0.0402,174.318,,,,,,
0.0403,1.027,0.0403,3.691,0.0403,8.012,0.0403,15.803,0.0403,28.286,0.0403,63.763,0.0403,121.081,0.0403,174.522,,,,,,
0.0404,1.028,0.0404,3.694,0.0404,8.024,0.0404,15.82,0.0404,28.337,0.0404,63.876,0.0404,121.204,0.0404,174.727,,,,,,
0.0405,1.029,0.0405,3.697,0.0405,8.035,0.0405,15.836,0.0405,28.388,0.0405,63.988,0.0405,121.327,0.0405,174.931,,,,,,
0.0406,1.03,0.0406,3.7,0.0406,8.046,0.0406,15.852,0.0406,28.439,0.0406,64.101,0.0406,121.449,0.0406,175.136,,,,,,
0.0407,1.032,0.0407,3.703,0.0407,8.057,0.0407,15.869,0.0407,28.49,0.0407,64.213,0.0407,121.572,0.0407,175.341,,,,,,
0.0408,1.033,0.0408,3.706,0.0408,8.068,0.0408,15.885,0.0408,28.541,0.0408,64.326,0.0408,121.695,0.0408,175.545,,,,,,
0.0409,1.034,0.0409,3.709,0.0409,8.079,0.0409,15.901,0.0409,28.593,0.0409,64.438,0.0409,121.818,0.0409,175.75,,,,,,
0.041,1.035,0.041,3.711,0.041,8.09,0.041,15.918,0.041,28.644,0.041,64.551,0.041,121.94,0.041,175.954,,,,,,
0.0411,1.036,0.0411,3.714,0.0411,8.101,0.0411,15.934,0.0411,28.695,0.0411,64.663,0.0411,122.063,0.0411,176.159,,,,,,
0.0412,1.038,0.0412,3.717,0.0412,8.112,0.0412,15.95,0.0412,28.746,0.0412,64.776,0.0412,122.186,0.0412,176.364,,,,,,
0.0413,1.039,0.0413,3.72,0.0413,8.123,0.0413,15.967,0.0413,28.797,0.0413,64.888,0.0413,122.309,0.0413,176.568,,,,,,
0.0414,1.04,0.0414,3.723,0.0414,8.134,0.0414,15.983,0.0414,28.848,0.0414,65.001,0.0414,122.432,0.0414,176.773,,,,,,
0.0415,1.041,0.0415,3.726,0.0415,8.145,0.0415,16,0.0415,28.899,0.0415,65.113,0.0415,122.554,0.0415,176.977,,,,,,
0.0416,1.043,0.0416,3.729,0.0416,8.156,0.0416,16.016,0.0416,28.951,0.0416,65.226,0.0416,122.677,0.0416,177.182,,,,,,
0.0417,1.044,0.0417,3.731,0.0417,8.167,0.0417,16.032,0.0417,29.002,0.0417,65.338,0.0417,122.8,0.0417,177.387,,,,,,
0.0418,1.045,0.0418,3.734,0.0418,8.178,0.0418,16.049,0.0418,29.053,0.0418,65.451,0.0418,122.923,0.0418,177.591,,,,,,
0.0419,1.046,0.0419,3.737,0.0419,8.189,0.0419,16.065,0.0419,29.104,0.0419,65.563,0.0419,123.045,0.0419,177.796,,,,,,
0.042,1.048,0.042,3.74,0.042,8.2,0.042,16.081,0.042,29.155,0.042,65.676,0.042,123.168,0.042,178,,,,,,
0.0421,1.049,0.0421,3.743,0.0421,8.211,0.0421,16.098,0.0421,29.206,0.0421,65.789,0.0421,123.291,0.0421,178.205,,,,,,
0.0422,1.05,0.0422,3.746,0.0422,8.222,0.0422,16.114,0.0422,29.258,0.0422,65.901,0.0422,123.414,0.0422,178.41,,,,,,
0.0423,1.051,0.0423,3.749,0.0423,8.233,0.0423,16.131,0.0423,29.309,0.0423,66.014,0.0423,123.536,0.0423,178.614,,,,,,
0.0424,1.052,0.0424,3.752,0.0424,8.244,0.0424,16.147,0.0424,29.36,0.0424,66.126,0.0424,123.659,0.0424,178.819,,,,,,
0.0425,1.054,0.0425,3.754,0.0425,8.256,0.0425,16.163,0.0425,29.411,0.0425,66.239,0.0425,123.782,0.0425,179.023,,,,,,
0.0426,1.055,0.0426,3.757,0.0426,8.267,0.0426,16.18,0.0426,29.462,0.0426,66.351,0.0426,123.905,0.0426,179.228,,,,,,
0.0427,1.056,0.0427,3.76,0.0427,8.278,0.0427,16.196,0.0427,29.513,0.0427,66.464,0.0427,124.027,0.0427,179.433,,,,,,
0.0428,1.057,0.0428,3.763,0.0428,8.289,0.0428,16.212,0.0428,29.564,0.0428,66.576,0.0428,124.15,0.0428,179.637,,,,,,
0.0429,1.059,0.0429,3.766,0.0429,8.3,0.0429,16.229,0.0429,29.616,0.0429,66.689,0.0429,124.273,0.0429,179.842,,,,,,
0.043,1.06,0.043,3.769,0.043,8.311,0.043,16.245,0.043,29.667,0.043,66.801,0.043,124.396,0.043,180.046,,,,,,
0.0431,1.061,0.0431,3.772,0.0431,8.322,0.0431,16.261,0.0431,29.718,0.0431,66.914,0.0431,124.518,0.0431,180.251,,,,,,
0.0432,1.062,0.0432,3.774,0.0432,8.333,0.0432,16.278,0.0432,29.769,0.0432,67.026,0.0432,124.641,0.0432,180.456,,,,,,
0.0433,1.064,0.0433,3.777,0.0433,8.344,0.0433,16.294,0.0433,29.82,0.0433,67.139,0.0433,124.764,0.0433,180.66,,,,,,
0.0434,1.065,0.0434,3.78,0.0434,8.355,0.0434,16.311,0.0434,29.871,0.0434,67.251,0.0434,124.887,0.0434,180.865,,,,,,
0.0435,1.066,0.0435,3.783,0.0435,8.366,0.0435,16.327,0.0435,29.922,0.0435,67.364,0.0435,125.009,0.0435,181.069,,,,,,
0.0436,1.067,0.0436,3.786,0.0436,8.377,0.0436,16.343,0.0436,29.974,0.0436,67.476,0.0436,125.132,0.0436,181.274,,,,,,
0.0437,1.068,0.0437,3.789,0.0437,8.388,0.0437,16.36,0.0437,30.025,0.0437,67.589,0.0437,125.255,0.0437,181.479,,,,,,
0.0438,1.07,0.0438,3.792,0.0438,8.399,0.0438,16.376,0.0438,30.076,0.0438,67.702,0.0438,125.378,0.0438,181.683,,,,,,
0.0439,1.071,0.0439,3.794,0.0439,8.41,0.0439,16.392,0.0439,30.127,0.0439,67.814,0.0439,125.5,0.0439,181.888,,,,,,
0.044,1.072,0.044,3.797,0.044,8.421,0.044,16.409,0.044,30.178,0.044,67.927,0.044,125.623,0.044,182.092,,,,,,
0.0441,1.073,0.0441,3.8,0.0441,8.432,0.0441,16.425,0.0441,30.229,0.0441,68.039,0.0441,125.746,0.0441,182.297,,,,,,
0.0442,1.075,0.0442,3.803,0.0442,8.443,0.0442,16.442,0.0442,30.281,0.0442,68.152,0.0442,125.869,0.0442,182.502,,,,,,
0.0443,1.076,0.0443,3.806,0.0443,8.454,0.0443,16.458,0.0443,30.332,0.0443,68.264,0.0443,125.992,0.0443,182.706,,,,,,
0.0444,1.077,0.0444,3.809,0.0444,8.465,0.0444,16.474,0.0444,30.383,0.0444,68.377,0.0444,126.114,0.0444,182.911,,,,,,
0.0445,1.078,0.0445,3.812,0.0445,8.477,0.0445,16.491,0.0445,30.434,0.0445,68.489,0.0445,126.237,0.0445,183.115,,,,,,
0.0446,1.079,0.0446,3.815,0.0446,8.488,0.0446,16.507,0.0446,30.485,0.0446,68.602,0.0446,126.36,0.0446,183.32,,,,,,
0.0447,1.081,0.0447,3.817,0.0447,8.499,0.0447,16.523,0.0447,30.536,0.0447,68.714,0.0447,126.483,0.0447,183.525,,,,,,
0.0448,1.082,0.0448,3.82,0.0448,8.51,0.0448,16.54,0.0448,30.587,0.0448,68.827,0.0448,126.605,0.0448,183.729,,,,,,
0.0449,1.083,0.0449,3.823,0.0449,8.521,0.0449,16.556,0.0449,30.639,0.0449,68.939,0.0449,126.728,0.0449,183.934,,,,,,
0.045,1.084,0.045,3.826,0.045,8.532,0.045,16.572,0.045,30.69,0.045,69.052,0.045,126.851,0.045,184.138,,,,,,
0.0451,1.086,0.0451,3.828,0.0451,8.543,0.0451,16.601,0.0451,30.731,0.0451,69.123,0.0451,126.974,,,,,,,,
0.0452,1.087,0.0452,3.829,0.0452,8.555,0.0452,16.63,0.0452,30.772,0.0452,69.195,0.0452,127.096,,,,,,,,
0.0453,1.088,0.0453,3.831,0.0453,8.566,0.0453,16.658,0.0453,30.812,0.0453,69.267,0.0453,127.219,,,,,,,,
0.0454,1.089,0.0454,3.833,0.0454,8.578,0.0454,16.687,0.0454,30.853,0.0454,69.338,0.0454,127.342,,,,,,,,
0.0455,1.091,0.0455,3.834,0.0455,8.589,0.0455,16.716,0.0455,30.894,0.0455,69.41,0.0455,127.465,,,,,,,,
0.0456,1.092,0.0456,3.836,0.0456,8.6,0.0456,16.744,0.0456,30.935,0.0456,69.482,0.0456,127.587,,,,,,,,
0.0457,1.093,0.0457,3.837,0.0457,8.612,0.0457,16.773,0.0457,30.976,0.0457,69.553,0.0457,127.71,,,,,,,,
0.0458,1.094,0.0458,3.839,0.0458,8.623,0.0458,16.802,0.0458,31.017,0.0458,69.625,0.0458,127.833,,,,,,,,
0.0459,1.095,0.0459,3.841,0.0459,8.635,0.0459,16.83,0.0459,31.058,0.0459,69.696,0.0459,127.956,,,,,,,,
0.046,1.097,0.046,3.842,0.046,8.646,0.046,16.859,0.046,31.099,0.046,69.768,0.046,128.078,,,,,,,,
0.0461,1.098,0.0461,3.844,0.0461,8.658,0.0461,16.888,0.0461,31.14,0.0461,69.84,0.0461,128.201,,,,,,,,
0.0462,1.099,0.0462,3.846,0.0462,8.669,0.0462,16.916,0.0462,31.181,0.0462,69.911,0.0462,128.324,,,,,,,,
0.0463,1.1,0.0463,3.847,0.0463,8.681,0.0463,16.945,0.0463,31.222,0.0463,69.983,0.0463,128.447,,,,,,,,
0.0464,1.102,0.0464,3.849,0.0464,8.692,0.0464,16.973,0.0464,31.263,0.0464,70.054,0.0464,128.569,,,,,,,,
0.0465,1.103,0.0465,3.851,0.0465,8.704,0.0465,17.002,0.0465,31.304,0.0465,70.126,0.0465,128.692,,,,,,,,
0.0466,1.104,0.0466,3.852,0.0466,8.715,0.0466,17.031,0.0466,31.344,0.0466,70.198,0.0466,128.815,,,,,,,,
0.0467,1.105,0.0467,3.854,0.0467,8.727,0.0467,17.059,0.0467,31.385,0.0467,70.269,0.0467,128.938,,,,,,,,
0.0468,1.106,0.0468,3.855,0.0468,8.738,0.0468,17.088,0.0468,31.426,0.0468,70.341,0.0468,129.061,,,,,,,,
0.0469,1.108,0.0469,3.857,0.0469,8.749,0.0469,17.117,0.0469,31.467,0.0469,70.412,0.0469,129.183,,,,,,,,
0.047,1.109,0.047,3.859,0.047,8.761,0.047,17.145,0.047,31.508,0.047,70.484,0.047,129.306,,,,,,,,
0.0471,1.11,0.0471,3.86,0.0471,8.772,0.0471,17.174,0.0471,31.549,0.0471,70.556,0.0471,129.429,,,,,,,,
0.0472,1.111,0.0472,3.862,0.0472,8.784,0.0472,17.203,0.0472,31.59,0.0472,70.627,0.0472,129.552,,,,,,,,
0.0473,1.113,0.0473,3.864,0.0473,8.795,0.0473,17.231,0.0473,31.631,0.0473,70.699,0.0473,129.674,,,,,,,,
0.0474,1.114,0.0474,3.865,0.0474,8.807,0.0474,17.26,0.0474,31.672,0.0474,70.77,0.0474,129.797,,,,,,,,
0.0475,1.115,0.0475,3.867,0.0475,8.818,0.0475,17.289,0.0475,31.713,0.0475,70.842,0.0475,129.92,,,,,,,,
0.0476,1.116,0.0476,3.869,0.0476,8.83,0.0476,17.317,0.0476,31.754,0.0476,70.914,0.0476,130.043,,,,,,,,
0.0477,1.118,0.0477,3.87,0.0477,8.841,0.0477,17.346,0.0477,31.795,0.0477,70.985,0.0477,130.165,,,,,,,,
0.0478,1.119,0.0478,3.872,0.0478,8.853,0.0478,17.374,0.0478,31.835,0.0478,71.057,0.0478,130.288,,,,,,,,
0.0479,1.12,0.0479,3.873,0.0479,8.864,0.0479,17.403,0.0479,31.876,0.0479,71.129,0.0479,130.411,,,,,,,,
0.048,1.121,0.048,3.875,0.048,8.875,0.048,17.432,0.048,31.917,0.048,71.2,0.048,130.534,,,,,,,,
0.0481,1.122,0.0481,3.877,0.0481,8.887,0.0481,17.46,0.0481,31.958,0.0481,71.272,0.0481,130.656,,,,,,,,
0.0482,1.124,0.0482,3.878,0.0482,8.898,0.0482,17.489,0.0482,31.999,0.0482,71.343,0.0482,130.779,,,,,,,,
0.0483,1.125,0.0483,3.88,0.0483,8.91,0.0483,17.518,0.0483,32.04,0.0483,71.415,0.0483,130.902,,,,,,,,
0.0484,1.126,0.0484,3.882,0.0484,8.921,0.0484,17.546,0.0484,32.081,0.0484,71.487,0.0484,131.025,,,,,,,,
0.0485,1.127,0.0485,3.883,0.0485,8.933,0.0485,17.575,0.0485,32.122,0.0485,71.558,0.0485,131.147,,,,,,,,
0.0486,1.129,0.0486,3.885,0.0486,8.944,0.0486,17.604,0.0486,32.163,0.0486,71.63,0.0486,131.27,,,,,,,,
0.0487,1.13,0.0487,3.887,0.0487,8.956,0.0487,17.632,0.0487,32.204,0.0487,71.701,0.0487,131.393,,,,,,,,
0.0488,1.131,0.0488,3.888,0.0488,8.967,0.0488,17.661,0.0488,32.245,0.0488,71.773,0.0488,131.516,,,,,,,,
0.0489,1.132,0.0489,3.89,0.0489,8.979,0.0489,17.69,0.0489,32.286,0.0489,71.845,0.0489,131.638,,,,,,,,
0.049,1.133,0.049,3.891,0.049,8.99,0.049,17.718,0.049,32.327,0.049,71.916,0.049,131.761,,,,,,,,
0.0491,1.135,0.0491,3.893,0.0491,9.001,0.0491,17.747,0.0491,32.367,0.0491,71.988,0.0491,131.884,,,,,,,,
0.0492,1.136,0.0492,3.895,0.0492,9.013,0.0492,17.775,0.0492,32.408,0.0492,72.059,0.0492,132.007,,,,,,,,
0.0493,1.137,0.0493,3.896,0.0493,9.024,0.0493,17.804,0.0493,32.449,0.0493,72.131,0.0493,132.129,,,,,,,,
0.0494,1.138,0.0494,3.898,0.0494,9.036,0.0494,17.833,0.0494,32.49,0.0494,72.203,0.0494,132.252,,,,,,,,
0.0495,1.14,0.0495,3.9,0.0495,9.047,0.0495,17.861,0.0495,32.531,0.0495,72.274,0.0495,132.375,,,,,,,,
0.0496,1.141,0.0496,3.901,0.0496,9.059,0.0496,17.89,0.0496,32.572,0.0496,72.346,0.0496,132.498,,,,,,,,
0.0497,1.142,0.0497,3.903,0.0497,9.07,0.0497,17.919,0.0497,32.613,0.0497,72.418,0.0497,132.621,,,,,,,,
0.0498,1.143,0.0498,3.905,0.0498,9.082,0.0498,17.947,0.0498,32.654,0.0498,72.489,0.0498,132.743,,,,,,,,
0.0499,1.145,0.0499,3.906,0.0499,9.093,0.0499,17.976,0.0499,32.695,0.0499,72.561,0.0499,132.866,,,,,,,,
0.05,1.146,0.05,3.908,0.05,9.105,0.05,18.005,0.05,32.736,0.05,72.632,0.05,132.989,,,,,,,,
0.0501,1.147,0.0501,3.914,0.0501,9.116,0.0501,18.025,0.0501,32.766,0.0501,72.714,0.0501,133.173,,,,,,,,
0.0502,1.147,0.0502,3.92,0.0502,9.127,0.0502,18.046,0.0502,32.797,0.0502,72.796,0.0502,133.357,,,,,,,,
0.0503,1.148,0.0503,3.926,0.0503,9.138,0.0503,18.066,0.0503,32.828,0.0503,72.878,0.0503,133.541,,,,,,,,
0.0504,1.149,0.0504,3.932,0.0504,9.15,0.0504,18.086,0.0504,32.858,0.0504,72.96,0.0504,133.725,,,,,,,,
0.0505,1.15,0.0505,3.937,0.0505,9.161,0.0505,18.107,0.0505,32.889,0.0505,73.042,0.0505,133.909,,,,,,,,
0.0506,1.151,0.0506,3.943,0.0506,9.172,0.0506,18.127,0.0506,32.92,0.0506,73.123,0.0506,134.094,,,,,,,,
